DATA_MC|KOD_WOJ|WOJEWODZTWO|PLEC|WIEK|LICZBA
2020-10|02|WOJ. DOLNOŒL¥SKIE|K|30|21
2020-10|02|WOJ. DOLNOŒL¥SKIE|K|32|19
2020-10|02|WOJ. DOLNOŒL¥SKIE|K|27|23
2020-10|02|WOJ. DOLNOŒL¥SKIE|K|17|2
2020-10|02|WOJ. DOLNOŒL¥SKIE|K|55|1
2020-10|02|WOJ. DOLNOŒL¥SKIE|K|31|24
2020-10|02|WOJ. DOLNOŒL¥SKIE|K|41|10
2020-10|02|WOJ. DOLNOŒL¥SKIE|K|52|1
2020-10|02|WOJ. DOLNOŒL¥SKIE|K|33|11
2020-10|02|WOJ. DOLNOŒL¥SKIE|K|53|3
2020-10|02|WOJ. DOLNOŒL¥SKIE|K|49|2
2020-10|02|WOJ. DOLNOŒL¥SKIE|K|19|140
2020-10|02|WOJ. DOLNOŒL¥SKIE|K|23|37
2020-10|02|WOJ. DOLNOŒL¥SKIE|K|24|30
2020-10|02|WOJ. DOLNOŒL¥SKIE|K|48|7
2020-10|02|WOJ. DOLNOŒL¥SKIE|K|38|14
2020-10|02|WOJ. DOLNOŒL¥SKIE|K|45|2
2020-10|02|WOJ. DOLNOŒL¥SKIE|K|60|1
2020-10|02|WOJ. DOLNOŒL¥SKIE|K|29|22
2020-10|02|WOJ. DOLNOŒL¥SKIE|K|42|6
2020-10|02|WOJ. DOLNOŒL¥SKIE|K|16|2
2020-10|02|WOJ. DOLNOŒL¥SKIE|K|25|36
2020-10|02|WOJ. DOLNOŒL¥SKIE|K|61|2
2020-10|02|WOJ. DOLNOŒL¥SKIE|K|37|10
2020-10|02|WOJ. DOLNOŒL¥SKIE|K|18|491
2020-10|02|WOJ. DOLNOŒL¥SKIE|K|35|17
2020-10|02|WOJ. DOLNOŒL¥SKIE|K|40|8
2020-10|02|WOJ. DOLNOŒL¥SKIE|K|47|6
2020-10|02|WOJ. DOLNOŒL¥SKIE|K|20|50
2020-10|02|WOJ. DOLNOŒL¥SKIE|K|64|2
2020-10|02|WOJ. DOLNOŒL¥SKIE|K|46|9
2020-10|02|WOJ. DOLNOŒL¥SKIE|K|51|3
2020-10|02|WOJ. DOLNOŒL¥SKIE|K|59|1
2020-10|02|WOJ. DOLNOŒL¥SKIE|K|28|24
2020-10|02|WOJ. DOLNOŒL¥SKIE|K|21|38
2020-10|02|WOJ. DOLNOŒL¥SKIE|K|36|20
2020-10|02|WOJ. DOLNOŒL¥SKIE|K|34|15
2020-10|02|WOJ. DOLNOŒL¥SKIE|K|39|10
2020-10|02|WOJ. DOLNOŒL¥SKIE|K|26|36
2020-10|02|WOJ. DOLNOŒL¥SKIE|K|58|1
2020-10|02|WOJ. DOLNOŒL¥SKIE|K|56|3
2020-10|02|WOJ. DOLNOŒL¥SKIE|K|44|7
2020-10|02|WOJ. DOLNOŒL¥SKIE|K|43|7
2020-10|02|WOJ. DOLNOŒL¥SKIE|K|54|1
2020-10|02|WOJ. DOLNOŒL¥SKIE|K|50|3
2020-10|02|WOJ. DOLNOŒL¥SKIE|K|14|2
2020-10|02|WOJ. DOLNOŒL¥SKIE|K|22|35
2020-10|02|WOJ. DOLNOŒL¥SKIE|M|38|9
2020-10|02|WOJ. DOLNOŒL¥SKIE|M|39|5
2020-10|02|WOJ. DOLNOŒL¥SKIE|M|17|11
2020-10|02|WOJ. DOLNOŒL¥SKIE|M|56|2
2020-10|02|WOJ. DOLNOŒL¥SKIE|M|65|1
2020-10|02|WOJ. DOLNOŒL¥SKIE|M|16|15
2020-10|02|WOJ. DOLNOŒL¥SKIE|M|31|13
2020-10|02|WOJ. DOLNOŒL¥SKIE|M|67|1
2020-10|02|WOJ. DOLNOŒL¥SKIE|M|22|23
2020-10|02|WOJ. DOLNOŒL¥SKIE|M|37|8
2020-10|02|WOJ. DOLNOŒL¥SKIE|M|47|3
2020-10|02|WOJ. DOLNOŒL¥SKIE|M|27|15
2020-10|02|WOJ. DOLNOŒL¥SKIE|M|28|11
2020-10|02|WOJ. DOLNOŒL¥SKIE|M|15|10
2020-10|02|WOJ. DOLNOŒL¥SKIE|M|45|2
2020-10|02|WOJ. DOLNOŒL¥SKIE|M|61|1
2020-10|02|WOJ. DOLNOŒL¥SKIE|M|64|1
2020-10|02|WOJ. DOLNOŒL¥SKIE|M|33|8
2020-10|02|WOJ. DOLNOŒL¥SKIE|M|42|3
2020-10|02|WOJ. DOLNOŒL¥SKIE|M|52|2
2020-10|02|WOJ. DOLNOŒL¥SKIE|M|24|25
2020-10|02|WOJ. DOLNOŒL¥SKIE|M|34|12
2020-10|02|WOJ. DOLNOŒL¥SKIE|M|20|61
2020-10|02|WOJ. DOLNOŒL¥SKIE|M|29|17
2020-10|02|WOJ. DOLNOŒL¥SKIE|M|40|3
2020-10|02|WOJ. DOLNOŒL¥SKIE|M|32|11
2020-10|02|WOJ. DOLNOŒL¥SKIE|M|49|2
2020-10|02|WOJ. DOLNOŒL¥SKIE|M|26|24
2020-10|02|WOJ. DOLNOŒL¥SKIE|M|18|498
2020-10|02|WOJ. DOLNOŒL¥SKIE|M|41|4
